"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation";
"19-1-5";"19-1";"d";"Subtask 19.1.5";"Multi-year programme “National programme of rebuilding local roads 2008 - 2011"";"";3422;0;3422;0.0;100.0
19-1-5-1""";"19-1-5";"e";"Administer";"Voivodes";"85";3422;0;3422;"0.0";"100.0
""19-2""";"19";"c";"Task 19.2";"Supporting railway transport";;5343374;2738828;2604546;"51.26";"48.74
""19-2-1""";"19-2";"d";"Subtask 19.2.1";"Construction, extension and modernisation of railway infrastructure";;3598334;2629395;968939;"73.07";"26.93
""19-2-1-1""";"19-2-1";"e";"Administer";"Ministry of Infrastructure";"39";3596509;2629395;967114;"73.11";"26.89
""19-2-1-2""";"19-2-1";"e";"Administer";"Voivodes";"85";1825;0;1825;"0.0";"100.0
""19-2-2""";"19-2";"d";"Subtask 19.2.2";"Maintenance of publicly available railway infrastructure";;1000000;0;1000000;"0.0";"100.0
""19-2-2-1""";"19-2-2";"e";"Administer";"Ministry of Infrastructure";"39";1000000;0;1000000;"0.0";"100.0
""19-2-3""";"19-2";"d";"Subtask 19.2.3";"Financing public services in the passenger rail transport";;620000;0;620000;"0.0";"100.0
""19-2-3-1""";"19-2-3";"e";"Administer";"Ministry of Infrastructure";"39";620000;0;620000;"0.0";"100.0
""19-2-4""";"19-2";"d";"Subtask 19.2.4";"Purchase and modernisation of railway rolling stock";;109433;109433;0;"100.0";"0.0
""19-2-4-1""";"19-2-4";"e";"Administer";"Ministry of Infrastructure";"39";109433;109433;0;"100.0";"0.0
""19-2-5""";"19-2";"d";"Subtask 19.2.5";"Creating conditions for rail transport development";;15607;0;15607;"0.0";"100.0
""19-2-5-1""";"19-2-5";"e";"Administer";"Ministry of Infrastructure";"39";4746;0;4746;"0.0";"100.0
""19-2-5-2""";"19-2-5";"e";"Administer";"Office for Railway Transport";"71";10861;0;10861;"0.0";"100.0
""19-3""";"19";"c";"Task 19.3";"Supporting maritime and inland water transport";;831926;163199;668727;"19.62";"80.38
""19-3-1""";"19-3";"d";"Subtask 19.3.1";"Security of seafaring, protection of coast and maritime environment";;249879;95802;154077;"38.34";"61.66
""19-3-1-1""";"19-3-1";"e";"Administer";"Ministry of Infrastructure";"21";249879;95802;154077;"38.34";"61.66
""19-3-2""";"19-3";"d";"Subtask 19.3.2";"Support for maritime and inland transport infrastructure";;411377;67397;343980;"16.38";"83.62
""19-3-2-1""";"19-3-2";"e";"Administer";"Ministry of Infrastructure";"21";410812;67397;343415;"16.41";"83.59
""19-3-2-2""";"19-3-2";"e";"Administer";"Ministry of the Environment";"41";0;0;0;0;"0
""19-3-2-3""";"19-3-2";"e";"Administer";"Voivodes";"85";565;0;565;"0.0";"100.0
""19-3-3""";"19-3";"d";"Subtask 19.3.3";"Saving human life and fighting with threats on sea";;29480;0;29480;"0.0";"100.0
""19-3-3-1""";"19-3-3";"e";"Administer";"Ministry of Infrastructure";"21";29480;0;29480;"0.0";"100.0
""19-3-4""";"19-3";"d";"Subtask 19.3.4";"Maritime and inland water transport administration";;130952;0;130952;"0.0";"100.0
""19-3-4-1""";"19-3-4";"e";"Administer";"Ministry of Infrastructure";"21";127397;0;127397;"0.0";"100.0
""19-3-4-2""";"19-3-4";"e";"Administer";"Ministry of Infrastructure";"39";3555;0;3555;"0.0";"100.0
""19-3-5""";"19-3";"d";"Subtask 19.3.5";"Creating  conditions for maritime and inland water transport development";;10238;0;10238;"0.0";"100.0
""19-3-5-1""";"19-3-5";"e";"Administer";"Ministry of Infrastructure";"21";7102;0;7102;"0.0";"100.0
""19-3-5-2""";"19-3-5";"e";"Administer";"Ministry of Infrastructure";"39";3136;0;3136;"0.0";"100.0
""19-4""";"19";"c";"Task 19.4";"Supporting air transport and aviation infrastructure";;529465;462742;66723;"87.4";"12.6
""19-4-1""";"19-4";"d";"Subtask 19.4.1";"Support for the aviation and navigation infrastructure";;466103;462742;3361;"99.28";"0.72
""19-4-1-1""";"19-4-1";"e";"Administer";"Ministry of Infrastructure";"39";465460;462742;2718;"99.42";"0.58
""19-4-1-2""";"19-4-1";"e";"Administer";"Voivodes";"85";643;0;643;"0.0";"100.0
""19-4-2""";"19-4";"d";"Subtask 19.4.2";"Regulation and supervision of the civil air traffic system in Poland";;60426;0;60426;"0.0";"100.0
""19-4-2-1""";"19-4-2";"e";"Administer";"Ministry of Infrastructure";"39";60426;0;60426;"0.0";"100.0
""19-4-3""";"19-4";"d";"Subtask 19.4.3";"Creating conditions for air transport development";;2936;0;2936;"0.0";"100.0
""19-4-3-1""";"19-4-3";"e";"Administer";"Ministry of Infrastructure";"39";2936;0;2936;"0.0";"100.0
""19-5""";"19";"c";"Task 19.5";"Supporting sustainable transport development";;4358286;4348178;10108;"99.77";"0.23
""19-5-1""";"19-5";"d";"Subtask 19.5.1";"Support for port infrastructure";;394353;394181;172;"99.96";"0.04
""19-5-1-1""";"19-5-1";"e";"Administer";"Ministry of Infrastructure";"39";394353;394181;172;"99.96";"0.04
""19-5-2""";"19-5";"d";"Subtask 19.5.2";"Supporting intermodal transport";;158159;158159;0;"100.0";"0.0
""19-5-2-1""";"19-5-2";"e";"Administer";"Ministry of Infrastructure";"39";158159;158159;0;"100.0";"0.0
""19-5-2-2""";"19-5-2";"e";"Administer";"Ministry of the Environment";"41";0;0;0;0;"0
""19-5-3""";"19-5";"d";"Subtask 19.5.3";"Supporting the development of urban transport";;3803497;3795838;7659;"99.8";"0.2
""19-5-3-1""";"19-5-3";"e";"Administer";"Ministry of Infrastructure";"39";3803497;3795838;7659;"99.8";"0.2
""19-5-4""";"19-5";"d";"Subtask 19.5.4";"Ensuring adequate security standards for technical equipment during road, railway, air or water transport";;2277;0;2277;"0.0";"100.0
""19-5-4-1""";"19-5-4";"e";"Administer";"Office for Railway Transport";"71";2277;0;2277;"0.0";"100.0
""19-6""";"19";"c";"Task 19.6";"Informatization of operations and building information society";;4575;0;4575;"0.0";"100.0
""19-6-1""";"19-6";"d";"Subtask 19.6.1";"Maintenance of IT systems";;522;0;522;"0.0";"100.0
""19-6-1-1""";"19-6-1";"e";"Administer";"Office for Railway Transport";"71";0;0;0;0;"0
""19-6-1-2""";"19-6-1";"e";"Administer";"Voivodes";"85";522;0;522;"0.0";"100.0
""19-6-2""";"19-6";"d";"Subtask 19.6.2";"Construction and implementation of IT solutions";;4053;0;4053;"0.0";"100.0
""19-6-2-1""";"19-6-2";"e";"Administer";"Ministry of Infrastructure";"39";4000;0;4000;"0.0";"100.0
""19-6-2-2""";"19-6-2";"e";"Administer";"Office for Railway Transport";"71";53;0;53;"0.0";"100.0
""20""";;"b";"Function 20";"HEALTH";;8813577;404917;8408660;"4.59";"95.41
""20-1""";"20";"c";"Task 20.1";"Ensuring access to healthcare services";;4715383;2025;4713358;"0.04";"99.96
""20-1-1""";"20-1";"d";"Subtask 20.1.1";"Organisation and supervision of the healthcare system";;92900;2025;90875;"2.18";"97.82
""20-1-1-1""";"20-1-1";"e";"Administer";"Ministry of Health";"46";22414;2025;20389;"9.03";"90.97
""20-1-1-2""";"20-1-1";"e";"Administer";"Patients’ Rights Ombudsman";"66";6591;0;6591;"0.0";"100.0
""20-1-1-3""";"20-1-1";"e";"Administer";"Voivodes";"85";63895;0;63895;"0.0";"100.0
""20-1-2""";"20-1";"d";"Subtask 20.1.2";"Implementation of healthcare policy programmes important to public health";;644741;0;644741;"0.0";"100.0
""20-1-2-1""";"20-1-2";"e";"Administer";"Ministry of the Interior and Administration";"42";1005;0;1005;"0.0";"100.0
""20-1-2-2""";"20-1-2";"e";"Administer";"Ministry of Health";"46";643656;0;643656;"0.0";"100.0
""20-1-2-3""";"20-1-2";"e";"Administer";"Voivodes";"85";80;0;80;"0.0";"100.0
""20-1-3""";"20-1";"d";"Subtask 20.1.3";"Health benefits with respect to treatment";;45956;0;45956;"0.0";"100.0
""20-1-3-1""";"20-1-3";"e";"Administer";"Ministry of Health";"46";44893;0;44893;"0.0";"100.0
""20-1-3-2""";"20-1-3";"e";"Administer";"Voivodes";"85";1063;0;1063;"0.0";"100.0
""20-1-4""";"20-1";"d";"Subtask 20.1.4";"Highly specialised benefits financed by the state budget";;310469;0;310469;"0.0";"100.0
""20-1-4-1""";"20-1-4";"e";"Administer";"Ministry of Health";"46";310469;0;310469;"0.0";"100.0
""20-1-5""";"20-1";"d";"Subtask 20.1.5";"Ensuring operation of public blood service";;95546;0;95546;"0.0";"100.0
""20-1-5-1""";"20-1-5";"e";"Administer";"Ministry of National Defence";"29";6800;0;6800;"0.0";"100.0
""20-1-5-2""";"20-1-5";"e";"Administer";"Ministry of the Interior and Administration";"42";1223;0;1223;"0.0";"100.0
""20-1-5-3""";"20-1-5";"e";"Administer";"Ministry of Health";"46";87523;0;87523;"0.0";"100.0
""20-1-6""";"20-1";"d";"Subtask 20.1.6";"Health insurance contributions financed from the state budget for the entitled persons";;3314525;0;3314525;"0.0";"100.0
""20-1-6-1""";"20-1-6";"e";"Administer";"Ministry of National Defence";"29";1438;0;1438;"0.0";"100.0
""20-1-6-2""";"20-1-6";"e";"Administer";"Ministry of Science and Higher Education";"38";10131;0;10131;"0.0";"100.0
""20-1-6-3""";"20-1-6";"e";"Administer";"Agricultural Social Insurance Fund";"72";1884115;0;1884115;"0.0";"100.0
""20-1-6-4""";"20-1-6";"e";"Administer";"Social Insurance Institution";"73";266192;0;266192;"0.0";"100.0
""20-1-6-5""";"20-1-6";"e";"Administer";"Voivodes";"85";1152649;0;1152649;"0.0";"100.0
""20-1-7""";"20-1";"d";"Subtask 20.1.7";"Provision of healthcare to persons who are not subject to obligatory health insurance";;211246;0;211246;"0.0";"100.0
""20-1-7-1""";"20-1-7";"e";"Administer";"Ministry of Justice";"37";1196;0;1196;"0.0";"100.0
""20-1-7-2""";"20-1-7";"e";"Administer";"Ministry of the Interior and Administration";"42";1083;0;1083;"0.0";"100.0
""20-1-7-3""";"20-1-7";"e";"Administer";"Ministry of Health";"46";208967;0;208967;"0.0";"100.0
""20-2""";"20";"c";"Task 20.2";"Medical rescue services";;2198898;261118;1937780;"11.87";"88.13
""20-2-1""";"20-2";"d";"Subtask 20.2.1";"Ensuring correct operation of air medical rescue teams";;228547;40842;187705;"17.87";"82.13
""20-2-1-1""";"20-2-1";"e";"Administer";"Ministry of Health";"46";121717;40842;80875;"33.55";"66.45
""20-2-1-2""";"20-2-1";"e";"Administer";"Voivodes";"85";106830;0;106830;"0.0";"100.0
""20-2-2""";"20-2";"d";"Subtask 20.2.2";"Ensuring correct operation of hospital emergency wards, emergency centres and medical rescue teams, except for air medical rescue teams";;1970351;220276;1750075;"11.18";"88.82
""20-2-2-1""";"20-2-2";"e";"Administer";"Ministry of the Interior and Administration";"42";1111;0;1111;"0.0";"100.0
""20-2-2-2""";"20-2-2";"e";"Administer";"Ministry of Health";"46";228380;220276;8104;"96.45";"3.55
""20-2-2-3""";"20-2-2";"e";"Administer";"Voivodes";"85";1740860;0;1740860;"0.0";"100.0
""20-3""";"20";"c";"Task 20.3";"Implementation of the state policy with respect to medications";;85905;0;85905;"0.0";"100.0
""20-3-1""";"20-3";"d";"Subtask 20.3.1";"Ensuring the possibility of registration of medications, medical products and biocides ";;46673;0;46673;"0.0";"100.0
""20-3-1-1""";"20-3-1";"e";"Administer";"Ministry of Health";"46";46673;0;46673;"0.0";"100.0
""20-3-2""";"20-3";"d";"Subtask 20.3.2";"Ensuring supervision over quality and trade in medications, medical products and biocides";;36383;0;36383;"0.0";"100.0
""20-3-2-1""";"20-3-2";"e";"Administer";"Ministry of Health";"46";12654;0;12654;"0.0";"100.0
""20-3-2-2""";"20-3-2";"e";"Administer";"Voivodes";"85";23729;0;23729;"0.0";"100.0
""20-3-3""";"20-3";"d";"Subtask 20.3.3";"Ensuring access to medications and medical products by enabling reimbursement of the cost of medications and medical products of highest importance for the health of the society";;2849;0;2849;"0.0";"100.0
""20-3-3-1""";"20-3-3";"e";"Administer";"Ministry of Health";"46";2849;0;2849;"0.0";"100.0
""20-4""";"20";"c";"Task 20.4";"Supporting the development and restructuring of the healthcare system";;812963;114372;698591;"14.07";"85.93
""20-4-1""";"20-4";"d";"Subtask 20.4.1";"Investments in healthcare infrastructure";;811193;114372;696821;"14.1";"85.9
""20-4-1-1""";"20-4-1";"e";"Administer";"Ministry of National Defence";"29";96494;0;96494;"0.0"
"21-1-8-1";"21-1-8";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";10049;0;10049;"0.0";"100.0";
"21-2";"21";"c";"Task 21.2";"Supporting development of animal production and animal breeding";;119258;0;119258;"0.0";"100.0";
"21-2-1";"21-2";"d";"Subtask 21.2.1";"Supporting biological process in animal production";;108098;0;108098;"0.0";"100.0";
"21-2-1-1";"21-2-1";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";108098;0;108098;"0.0";"100.0";
"21-2-2";"21-2";"d";"Subtask 21.2.2";"Support for audit activity";;10105;0;10105;"0.0";"100.0";
"21-2-2-1";"21-2-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";10105;0;10105;"0.0";"100.0";
"21-2-3";"21-2";"d";"Subtask 21.2.3";"Multi-year programme “Biological, environmental and technological conditions for the development of animal production”";;1055;0;1055;"0.0";"100.0";
"21-2-3-1";"21-2-3";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";1055;0;1055;"0.0";"100.0";
"21-3";"21";"c";"Task 21.3";"Protection of animal health and welfare oraz zdrowia publicznego w zakresie weterynarii";;415807;0;415807;"0.0";"100.0";
"21-3-1";"21-3";"d";"Subtask 21.3.1";"Protection of animal health and welfare";;228698;0;228698;"0.0";"100.0";
"21-3-1-1";"21-3-1";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";9997;0;9997;"0.0";"100.0";
"21-3-1-2";"21-3-1";"e";"Administer";"Voivodes";"85";218701;0;218701;"0.0";"100.0";
"21-3-2";"21-3";"d";"Subtask 21.3.2";"Supervision of health quality of animal food products and fodder in places when they are obtained, produced, processed and stored";;159487;0;159487;"0.0";"100.0";
"21-3-2-1";"21-3-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";9895;0;9895;"0.0";"100.0";
"21-3-2-2";"21-3-2";"e";"Administer";"Voivodes";"85";149592;0;149592;"0.0";"100.0";
"21-3-3";"21-3";"d";"Subtask 21.3.3";"Performance of reference laboratory tasks and other contracted tasks";;14520;0;14520;"0.0";"100.0";
"21-3-3-1";"21-3-3";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";14520;0;14520;"0.0";"100.0";
"21-3-4";"21-3";"d";"Subtask 21.3.4";"Multi-year programme “Protection of animal health and public health”";;13102;0;13102;"0.0";"100.0";
"21-3-4-1";"21-3-4";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";13102;0;13102;"0.0";"100.0";
"21-4";"21";"c";"Task 21.4";"Development of the state agricultural system oraz rolnictwo ekologiczne i żywność regionalna, tradycyjna i systemy jakości żywności";;59701;0;59701;"0.0";"100.0";
"21-4-1";"21-4";"d";"Subtask 21.4.1";"Development of the state agricultural system";;37;0;37;"0.0";"100.0";
"21-4-1-1";"21-4-1";"e";"Administer";"Voivodes";"85";37;0;37;"0.0";"100.0";
"21-4-2";"21-4";"d";"Subtask 21.4.2";"Ecological agriculture";;6400;0;6400;"0.0";"100.0";
"21-4-2-1";"21-4-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";5920;0;5920;"0.0";"100.0";
"21-4-2-2";"21-4-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";480;0;480;"0.0";"100.0";
"21-4-3";"21-4";"d";"Subtask 21.4.3";"Regional food, traditional food and food quality systems";;290;0;290;"0.0";"100.0";
"21-4-3-1";"21-4-3";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";20;0;20;"0.0";"100.0";
"21-4-3-2";"21-4-3";"e";"Administer";"Ministry of Agriculture and Rural Development";"35";270;0;270;"0.0";"100.0";
"21-4-4";"21-4";"d";"Subtask 21.4.4";"Agrochemical services for agriculture in Poland";;36734;0;36734;"0.0";"100.0";
"21-4-4-1";"21-4-4";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";36734;0;36734;"0.0";"100.0";
"21-4-5";"21-4";"d";"Subtask 21.4.5";"Multi-year programme “Formation of the agricultural environment of Poland and sustainable development of agricultural production”";;6740;0;6740;"0.0";"100.0";
"21-4-5-1";"21-4-5";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";6740;0;6740;"0.0";"100.0";
"21-4-6";"21-4";"d";"Subtask 21.4.6";"Multi-year programme “Economic and social conditions for the development of food economy after the Poland’s accession to the European Union”";;9500;0;9500;"0.0";"100.0";
"21-4-6-1";"21-4-6";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";9500;0;9500;"0.0";"100.0";
"21-5";"21";"c";"Task 21.5";"Support for the rural infrastructure";;13879;0;13879;"0.0";"100.0";
"21-5-1";"21-5";"d";"Subtask 21.5.1";"Supervision of the use of budget funds by the local government entities with respect to removal of the effects of natural calamities";;1829;0;1829;"0.0";"100.0";
"21-5-1-1";"21-5-1";"e";"Administer";"Voivodes";"85";1829;0;1829;"0.0";"100.0";
"21-5-2";"21-5";"d";"Subtask 21.5.2";"Geodetic-equipment works for the purposes of agriculture, including consolidation and exchange of land and post-consolidation  management";;12050;0;12050;"0.0";"100.0";
"21-5-2-1";"21-5-2";"e";"Administer";"Voivodes";"85";12050;0;12050;"0.0";"100.0";
"21-6";"21";"c";"Task 21.6";"Supporting inland fishery i rybołówstwa morskiego";;557483;356502;200981;"63.95";"36.05";
"21-6-1";"21-6";"d";"Subtask 21.6.1";"Supporting inland fishery";;24508;0;24508;"0.0";"100.0";
"21-6-1-1";"21-6-1";"e";"Administer";"Ministry of Agriculture and Rural Development";"62";4864;0;4864;"0.0";"100.0";
"21-6-1-2";"21-6-1";"e";"Administer";"Voivodes";"85";19644;0;19644;"0.0";"100.0";
"21-6-2";"21-6";"d";"Subtask 21.6.2";"Supporting sea fisheries";;12976;0;12976;"0.0";"100.0";
"21-6-2-1";"21-6-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"62";12976;0;12976;"0.0";"100.0";
"21-6-3";"21-6";"d";"Subtask 21.6.3";"Sustainable development of the fisheries sector and coastal fishing areas Operational Programme 2007 – 2013";;514849;356502;158347;"69.24";"30.76";
"21-6-3-1";"21-6-3";"e";"Administer";"Ministry of Agriculture and Rural Development";"62";483037;356502;126535;"73.8";"26.2";
"21-6-3-2";"21-6-3";"e";"Administer";"Voivodes";"85";31812;0;31812;"0.0";"100.0";
"21-6-4";"21-6";"d";"Subtask 21.6.4";"Multi-year programme “Multi-year Programme of Collecting Fishery Data 2007 – 2013”";;5150;0;5150;"0.0";"100.0";
"21-6-4-1";"21-6-4";"e";"Administer";"Ministry of Agriculture and Rural Development";"62";5150;0;5150;"0.0";"100.0";
"21-7";"21";"c";"Task 21.7";"Implementation of the Common Agricultural Policy and state aid";;23163454;18583060;4580394;"80.23";"19.77";
"21-7-1";"21-7";"d";"Subtask 21.7.1";"Consulting in agriculture";;158022;0;158022;"0.0";"100.0";
"21-7-1-1";"21-7-1";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";3568;0;3568;"0.0";"100.0";
"21-7-1-2";"21-7-1";"e";"Administer";"Voivodes";"85";154454;0;154454;"0.0";"100.0";
"21-7-2";"21-7";"d";"Subtask 21.7.2";"National aid";;1041305;0;1041305;"0.0";"100.0";
"21-7-2-1";"21-7-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";100000;0;100000;"0.0";"100.0";
"21-7-2-2";"21-7-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";744626;0;744626;"0.0";"100.0";
"21-7-2-3";"21-7-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"35";193918;0;193918;"0.0";"100.0";
"21-7-2-4";"21-7-2";"e";"Administer";"Voivodes";"85";2761;0;2761;"0.0";"100.0";
"21-7-3";"21-7";"d";"Subtask 21.7.3";"Common Agricultural Policy financed by ERDF";;860843;580648;280195;"67.45";"32.55";
"21-7-3-1";"21-7-3";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";860843;580648;280195;"67.45";"32.55";
"21-7-4";"21-7";"d";"Subtask 21.7.4";"Supporting implementation of the Common Agricultural Policy of the European Union";;852894;550000;302894;"64.49";"35.51";
"21-7-4-1";"21-7-4";"e";"Administer";"Ministry of Agriculture and Rural Development";"35";852894;550000;302894;"64.49";"35.51";
"21-7-5";"21-7";"d";"Subtask 21.7.5";"Programme of Development of Rural Areas 2007 – 2013";;11901382;10804275;1097107;"90.78";"9.22";
"21-7-5-1";"21-7-5";"e";"Administer";"Ministry of Finance";"19";308;0;308;"0.0";"100.0";
"21-7-5-2";"21-7-5";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";11577610;10481630;1095980;"90.53";"9.47";
"21-7-5-3";"21-7-5";"e";"Administer";"Voivodes";"85";323464;322645;819;"99.75";"0.25";
"21-7-8";"21-7";"d";"Subtask 21.7.8";"Realisation of direct payments";;8318798;6648137;1670661;"79.92";"20.08";
"21-7-8-1";"21-7-8";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";8318798;6648137;1670661;"79.92";"20.08";
"21-7-9";"21-7";"d";"Subtask 21.7.9";"Collecting and use of accounting data from farms for the purposes of Farm Accountancy Data Network";;30210;0;30210;"0.0";"100.0";
"21-7-9-1";"21-7-9";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";30210;0;30210;"0.0";"100.0";
"21-8";"21";"c";"Task 21.8";"Informatization of operations and building information society";;365;0;365;"0.0";"100.0";
"21-8-1";"21-8";"d";"Subtask 21.8.1";"Maintenance of IT systems";;40;0;40;"0.0";"100.0";
"21-8-1-1";"21-8-1";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";40;0;40;"0.0";"100.0";
"21-8-2";"21-8";"d";"Subtask 21.8.2";"Construction and implementation of IT solutions";;325;0;325;"0.0";"100.0";
"21-8-2-1";"21-8-2";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";325;0;325;"0.0";"100.0";
"22";;"b";"Function 22";"STRATEGIC PLANNING, ADMINISTRATION AND TECHNICAL SERVICES";;3865561;21031;3844530;"0.54";"99.46";
"22-1";"22";"c";"Task 22.1";"Content-related coordination of operation and strategic and operational planning";;700665;45;700620;"0.01";"99.99";
"22-1-1";"22-1";"d";"Administer";"The Chancellery of the Senate";"03";6119;0;6119;"0.0";"100.0";
"22-1-2";"22-1";"d";"Administer";"Ministry of the Environment";"22";2738;0;2738;"0.0";"100.0";
"22-1-3";"22-1";"d";"Administer";"Ministry of Culture and National Heritage";"24";19026;0;19026;"0.0";"100.0";
"22-1-4";"22-1";"d";"Administer";"Ministry of Sport and Tourism";"25";11192;0;11192;"0.0";"100.0";
"22-1-5";"22-1";"d";"Administer";"Ministry of Infrastructure";"26";944;0;944;"0.0";"100.0";
"22-1-6";"22-1";"d";"Administer";"Ministry of the Interior and Administration";"27";614;0;614;"0.0";"100.0";
"22-1-7";"22-1";"d";"Administer";"Ministry of Science and Higher Education";"28";4734;45;4689;"0.95";"99.05";
"22-1-8";"22-1";"d";"Administer";"Ministry of National Defence";"29";149345;0;149345;"0.0";"100.0";
"22-1-9";"22-1";"d";"Administer";"Ministry of National Education";"30";13464;0;13464;"0.0";"100.0";
"22-1-10";"22-1";"d";"Administer";"Ministry of Labour and Social Policy";"31";14965;0;14965;"0.0";"100.0";
"22-1-11";"22-1";"d";"Administer";"Ministry of Agriculture and Rural Development";"32";46273;0;46273;"0.0";"100.0";
"22-1-12";"22-1";"d";"Administer";"National Broadcasting Council";"09";5219;0;5219;"0.0";"100.0";
"22-1-13";"22-1";"d";"Administer";"Ministry of Agriculture and Rural Development";"33";9553;0;9553;"0.0";"100.0";
"22-1-14";"22-1";"d";"Administer";"Ministry of Regional Development";"34";6386;0;6386;"0.0";"100.0";
"22-1-15";"22-1";"d";"Administer";"Ministry of Agriculture and Rural Development";"35";7334;0;7334;"0.0";"100.0";
"22-1-16";"22-1";"d";"Administer";"Ministry of Treasury";"36";5525;0;5525;"0.0";"100.0";
"22-1-17";"22-1";"d";"Administer";"Ministry of Justice";"37";16493;0;16493;"0.0";"100.0";
"22-1-18";"22-1";"d";"Administer";"Ministry of Science and Higher Education";"38";15;0;15;"0.0";"100.0";
"22-1-19";"22-1";"d";"Administer";"Ministry of Infrastructure";"39";10706;0;10706;"0.0";"100.0";
"22-1-20";"22-1";"d";"Administer";"Ministry of Sport and Tourism";"40";925;0;925;"0.0";"100.0";
"22-1-21";"22-1";"d";"Administer";"Ministry of the Environment";"41";2905;0;2905;"0.0";"100.0";
"22-1-22";"22-1";"d";"Administer";"Ministry of the Interior and Administration";"42";22989;0;22989;"0.0";"100.0";
"22-1-23";"22-1";"d";"Administer";"National Electoral Office (Krajowe Biuro Wyborcze)";"11";4293;0;4293;"0.0";"100.0";
"22-1-24";"22-1";"d";"Administer";"Ministry of the Interior and Administration";"43";527;0;527;"0.0";"100.0";
"22-1-25";"22-1";"d";"Administer";"Ministry of Labour and Social Policy";"44";7358;0;7358;"0.0";"100.0";
"22-1-26";"22-1";"d";"Administer";"Ministry of Foreign Affairs";"45";51452;0;51452;"0.0";"100.0";
"22-1-27";"22-1";"d";"Administer";"Ministry of Health";"46";32143;0;32143;"0.0";"100.0";
"22-1-28";"22-1";"d";"Administer";"Public Procurement Office";"49";1565;0;1565;"0.0";"100.0";
"22-1-29";"22-1";"d";"Administer";"Energy Regulatory Office";"50";2750;0;2750;"0.0";"100.0";
"22-1-30";"22-1";"d";"Administer";"Office of Competition and Consumer Protection";"53";6456;0;6456;"0.0";"100.0";
"22-1-31";"22-1";"d";"Administer";"State Mining Authority";"60";7805;0;7805;"0.0";"100.0";
"22-1-32";"22-1";"d";"Administer";"Ministry of Agriculture and Rural Development";"62";8168;0;8168;"0.0";"100.0";
"22-1-33";"22-1";"d";"Administer";"Ministry of Labour and Social Policy";"63";1322;0;1322;"0.0";"100.0";
"22-1-34";"22-1";"d";"Administer";"National Labour Inspectorate";"12";31741;0;31741;"0.0";"100.0";
"22-1-35";"22-1";"d";"Administer";"Polish Committee for Standardization";"65";443;0;443;"0.0";"100.0";
"22-1-36";"22-1";"d";"Administer";"National Atomic Energy Agency";"68";1116;0;1116;"0.0";"100.0";
"22-1-37";"22-1";"d";"Administer";"Office of Electronic Communications";"76";12720;0;12720;"0.0";"100.0";
"22-1-38";"22-1";"d";"Administer";"Voivodes";"85";118165;0;118165;"0.0";"100.0";
"22-1-39";"22-1";"d";"Administer";"Ministry of the Interior and Administration";"17";668;0;668;"0.0";"100.0";
"22-1-40";"22-1";"d";"Administer";"Ministry of Infrastructure";"18";6848;0;6848;"0.0";"100.0";
"22-1-41";"22-1";"d";"Administer";"Ministry of Finance";"19";27181;0;27181;"0.0";"100.0";
"22-1-42";"22-1";"d";"Administer";"Ministry of Economy";"20";18637;0;18637;"0.0";"100.0";
"22-1-43";"22-1";"d";"Administer";"Ministry of Infrastructure";"21";1843;0;1843;"0.0";"100.0";
"22-2";"22";"c";"Task 22.2";"Administrative services";;2428264;20347;2407917;"0.84";"99.16";
"22-2-1";"22-2";"d";"Administer";"The Chancellery of the Senate";"03";5653;0;5653;"0.0";"100.0";
"22-2-2";"22-2";"d";"Administer";"Ministry of Infrastructure";"21";2810;0;2810;"0.0";"100.0";
"22-2-3";"22-2";"d";"Administer";"Ministry of the Environment";"22";58011;0;58011;"0.0";"100.0";
"22-2-4";"22-2";"d";"Administer";"Ministry of Culture and National Heritage";"24";17813;0;17813;"0.0";"100.0";
"22-2-5";"22-2";"d";"Administer";"Ministry of Sport and Tourism";"25";3704;0;3704;"0.0";"100.0";
